Timestamp,EventType,Pos_X,Pos_Y,Pos_Z,Distance,Duration,Speed
29/01/2025 22:21:22:555,start,0.00,1.00,0.00,0.00,0.00,0.00
29/01/2025 22:21:23:177,stop,0.00,1.00,0.00,0.00,0.64,0.00
29/01/2025 22:21:24:570,start,0.00,1.00,4.74,0.00,0.00,0.00
29/01/2025 22:21:25:097,stop,0.00,1.00,4.74,0.00,0.53,0.00
29/01/2025 22:21:26:521,start,0.00,1.00,10.30,0.00,0.00,0.00
29/01/2025 22:21:26:990,stop,0.00,1.00,10.30,0.00,0.47,0.00
29/01/2025 22:21:28:049,start,0.00,1.00,15.33,0.00,0.00,0.00
29/01/2025 22:21:28:448,stop,0.00,1.00,15.33,0.00,0.40,0.00
29/01/2025 22:21:29:587,start,0.00,1.00,21.63,0.00,0.00,0.00
29/01/2025 22:21:30:039,stop,0.00,1.00,21.63,0.00,0.45,0.00
29/01/2025 22:21:31:058,start,0.00,1.00,28.42,0.00,0.00,0.00
29/01/2025 22:21:31:532,stop,0.00,1.00,28.42,0.00,0.47,0.00
29/01/2025 22:21:32:421,start,0.00,1.00,34.30,0.00,0.00,0.00
29/01/2025 22:21:32:738,stop,0.00,1.00,34.30,0.00,0.32,0.00
29/01/2025 22:21:33:613,start,0.00,1.00,40.80,0.00,0.00,0.00
29/01/2025 22:21:34:032,stop,0.00,1.00,40.80,0.00,0.42,0.00
29/01/2025 22:21:34:825,start,0.00,1.00,47.22,0.00,0.00,0.00
29/01/2025 22:21:35:200,stop,0.00,1.00,47.22,0.00,0.38,0.00
29/01/2025 22:21:36:126,start,0.00,1.00,53.11,0.00,0.00,0.00
29/01/2025 22:21:36:493,stop,0.00,1.00,53.11,0.00,0.37,0.00
29/01/2025 22:21:37:323,start,0.00,1.00,59.18,0.00,0.00,0.00
29/01/2025 22:21:37:806,stop,0.00,1.00,59.18,0.00,0.48,0.00
29/01/2025 22:21:38:652,start,0.00,1.00,65.40,0.00,0.00,0.00
29/01/2025 22:21:39:023,stop,0.00,1.00,65.40,0.00,0.37,0.00
29/01/2025 22:21:39:935,start,0.00,1.00,71.54,0.00,0.00,0.00
29/01/2025 22:21:40:251,stop,0.00,1.00,71.54,0.00,0.31,0.00
29/01/2025 22:21:41:684,start,0.00,1.00,77.07,0.00,0.00,0.00
29/01/2025 22:21:42:063,stop,0.00,1.00,77.07,0.00,0.38,0.00
29/01/2025 22:21:43:118,start,0.00,1.00,82.80,0.00,0.00,0.00
29/01/2025 22:21:43:407,stop,0.00,1.00,82.80,0.00,0.29,0.00
29/01/2025 22:21:44:557,start,0.00,1.00,86.06,0.00,0.00,0.00
29/01/2025 22:21:44:917,stop,0.00,1.00,86.06,0.00,0.34,0.00
29/01/2025 22:21:46:012,start,0.00,1.00,91.95,0.00,0.00,0.00
29/01/2025 22:21:46:261,stop,0.00,1.00,91.95,0.00,0.25,0.00
29/01/2025 22:21:47:513,start,0.00,1.00,97.61,0.00,0.00,0.00
29/01/2025 22:21:47:686,stop,0.00,1.00,97.61,0.00,0.17,0.00
29/01/2025 22:21:49:005,start,0.00,1.00,102.18,0.00,0.00,0.00
29/01/2025 22:21:49:175,stop,0.00,1.00,102.18,0.00,0.20,0.00
29/01/2025 22:21:50:315,start,0.00,1.00,107.20,0.00,0.00,0.00
29/01/2025 22:21:50:576,stop,0.00,1.00,107.20,0.00,0.26,0.00
29/01/2025 22:21:51:464,start,0.00,1.00,113.17,0.00,0.00,0.00
29/01/2025 22:21:51:729,stop,0.00,1.00,113.17,0.00,0.26,0.00
29/01/2025 22:21:52:338,start,0.00,1.00,119.48,0.00,0.00,0.00
29/01/2025 22:21:52:580,stop,0.00,1.00,119.48,0.00,0.24,0.00
31/01/2025 14:13:14:343,start,0.00,1.00,0.00,0.00,0.00,0.00
31/01/2025 14:13:14:498,stop,0.00,1.00,0.00,0.00,0.16,0.00
31/01/2025 14:13:15:556,start,0.00,1.00,4.94,0.00,0.00,0.00
31/01/2025 14:13:15:779,stop,0.00,1.00,4.94,0.00,0.23,0.00
31/01/2025 14:13:16:783,start,0.00,1.00,8.92,0.00,0.00,0.00
31/01/2025 14:13:17:022,stop,0.00,1.00,8.92,0.00,0.24,0.00
31/01/2025 14:13:17:925,start,0.00,1.00,13.37,0.00,0.00,0.00
31/01/2025 14:13:18:391,stop,0.00,1.00,13.37,0.00,0.47,0.00
31/01/2025 14:13:19:337,start,0.00,1.00,19.33,0.00,0.00,0.00
31/01/2025 14:13:19:673,stop,0.00,1.00,19.33,0.00,0.34,0.00
31/01/2025 14:13:20:386,start,0.00,1.00,24.92,0.00,0.00,0.00
31/01/2025 14:13:20:745,stop,0.00,1.00,24.92,0.00,0.36,0.00
31/01/2025 14:13:21:462,start,0.00,1.00,30.78,0.00,0.00,0.00
31/01/2025 14:13:21:693,stop,0.00,1.00,30.78,0.00,0.23,0.00
31/01/2025 14:13:22:403,start,0.00,1.00,35.49,0.00,0.00,0.00
31/01/2025 14:13:22:659,stop,0.00,1.00,35.49,0.00,0.25,0.00
31/01/2025 14:21:08:406,start,0.00,1.00,0.00,0.00,0.00,0.00
31/01/2025 14:21:09:183,stop,0.00,1.00,0.00,0.00,0.79,0.00
31/01/2025 14:21:09:798,start,0.00,1.00,5.12,0.00,0.00,0.00
31/01/2025 14:21:10:452,stop,0.00,1.00,5.12,0.00,0.65,0.00
31/01/2025 14:21:11:021,start,0.00,1.00,7.80,0.00,0.00,0.00
31/01/2025 14:21:11:653,stop,0.00,1.00,7.80,0.00,0.63,0.00
31/01/2025 14:23:51:427,start,0.00,1.00,0.00,0.00,0.00,0.00
31/01/2025 14:23:51:465,move,0.00,1.00,-8.02,35.55,0.05,-175.00
31/01/2025 14:23:51:475,move,0.00,1.00,-8.33,6.37,0.01,-31.25
31/01/2025 14:23:51:489,move,0.00,1.00,-8.71,5.15,0.02,-25.00
31/01/2025 14:23:51:506,move,0.00,1.00,-9.59,11.32,0.02,-56.25
31/01/2025 14:23:51:524,move,0.00,1.00,-10.06,5.00,0.02,-25.00
31/01/2025 14:23:51:542,move,0.00,1.00,-10.78,8.75,0.02,-43.75
31/01/2025 14:23:51:575,move,0.00,1.00,-13.62,16.25,0.04,-81.25
31/01/2025 14:23:51:587,move,0.00,1.00,-13.91,5.00,0.01,-25.00
31/01/2025 14:23:51:605,move,0.00,1.00,-14.54,7.91,0.02,-37.50
31/01/2025 14:23:51:617,move,0.00,1.00,-14.79,3.75,0.01,-18.75
31/01/2025 14:23:51:635,move,0.00,1.00,-15.54,9.10,0.02,-43.75
31/01/2025 14:23:51:645,move,0.00,1.00,-15.75,3.75,0.01,-18.75
31/01/2025 14:23:51:663,move,0.00,1.00,-16.02,3.75,0.01,-18.75
31/01/2025 14:23:51:678,move,0.00,1.00,-16.77,8.75,0.02,-43.75
31/01/2025 14:23:51:691,move,0.00,1.00,-17.01,3.75,0.01,-18.75
31/01/2025 14:23:51:722,move,0.00,1.00,-19.89,17.50,0.03,-87.50
31/01/2025 14:23:51:746,move,0.00,1.00,-20.52,8.84,0.01,-43.75
31/01/2025 14:23:51:758,move,0.00,1.00,-20.79,3.75,0.01,-18.75
31/01/2025 14:23:51:776,move,0.00,1.00,-21.36,7.91,0.02,-37.50
31/01/2025 14:23:51:787,move,0.00,1.00,-21.53,2.80,0.01,-12.50
31/01/2025 14:23:51:803,move,0.00,1.00,-22.07,7.60,0.01,-37.50
31/01/2025 14:23:51:816,move,0.00,1.00,-22.24,2.80,0.01,-12.50
31/01/2025 14:23:51:835,move,0.00,1.00,-22.67,5.59,0.02,-25.00
31/01/2025 14:23:51:844,move,0.00,1.00,-22.81,2.50,0.01,-12.50
31/01/2025 14:23:51:878,move,0.00,1.00,-24.96,13.46,0.03,-62.50
31/01/2025 14:23:51:905,move,0.00,1.00,-25.38,7.07,0.02,-25.00
31/01/2025 14:23:51:925,move,0.00,1.00,-26.03,8.00,0.02,-31.25
31/01/2025 14:23:51:934,move,0.00,1.00,-26.21,3.95,0.01,-18.75
31/01/2025 14:23:51:954,move,0.00,1.00,-26.56,4.51,0.02,-18.75
31/01/2025 14:23:51:963,move,0.00,1.00,-26.63,1.77,0.01,-6.25
31/01/2025 14:23:51:979,move,0.00,1.00,-26.81,2.50,0.01,-12.50
31/01/2025 14:23:51:998,move,0.00,1.00,-27.30,5.15,0.02,-25.00
31/01/2025 14:23:52:033,stop,0.00,1.00,-27.30,0.00,0.00,0.00
31/01/2025 14:23:53:005,start,0.00,1.00,-27.30,0.00,0.00,0.00
31/01/2025 14:23:53:023,move,0.00,1.00,-26.41,8.75,0.02,43.75
31/01/2025 14:23:53:058,move,0.00,1.00,-21.83,28.78,0.03,143.75
31/01/2025 14:23:53:079,move,0.00,1.00,-19.35,22.50,0.02,112.50
31/01/2025 14:23:53:091,move,0.00,1.00,-18.71,11.25,0.01,56.25
31/01/2025 14:23:53:122,move,0.00,1.00,-11.25,45.07,0.03,225.00
31/01/2025 14:23:53:133,move,0.00,1.00,-10.67,11.32,0.01,56.25
31/01/2025 14:23:53:146,move,0.00,1.00,-10.02,10.08,0.01,50.00
31/01/2025 14:23:53:164,move,0.00,1.00,-8.45,20.04,0.02,100.00
31/01/2025 14:23:53:174,move,0.00,1.00,-7.79,10.00,0.01,50.00
31/01/2025 14:23:53:192,move,0.00,1.00,-7.06,10.00,0.01,50.00
31/01/2025 14:23:53:205,move,0.00,1.00,-5.62,18.75,0.02,93.75
31/01/2025 14:23:53:218,move,0.00,1.00,-5.07,8.75,0.01,43.75
31/01/2025 14:23:53:233,move,0.00,1.00,-3.67,17.50,0.02,87.50
31/01/2025 14:23:53:246,move,0.00,1.00,-3.20,7.60,0.01,37.50
31/01/2025 14:23:53:283,move,0.00,1.00,2.36,31.47,0.04,156.25
31/01/2025 14:23:53:292,move,0.00,1.00,2.78,7.50,0.01,37.50
31/01/2025 14:23:53:311,move,0.00,1.00,3.37,7.50,0.02,37.50
31/01/2025 14:23:53:322,move,0.00,1.00,4.26,12.75,0.01,62.50
31/01/2025 14:23:53:337,move,0.00,1.00,4.68,6.37,0.01,31.25
31/01/2025 14:23:53:352,move,0.00,1.00,5.60,11.32,0.02,56.25
31/01/2025 14:23:53:369,move,0.00,1.00,5.94,5.00,0.01,25.00
31/01/2025 14:23:53:379,move,0.00,1.00,6.64,10.08,0.01,50.00
31/01/2025 14:23:53:399,stop,0.00,1.00,6.64,0.00,0.00,0.00
31/01/2025 14:23:54:356,start,0.00,1.00,6.64,0.00,0.00,0.00
31/01/2025 14:23:54:373,move,0.00,1.00,6.19,5.00,0.02,-25.00
31/01/2025 14:23:54:388,move,0.00,1.00,5.85,5.00,0.01,-25.00
31/01/2025 14:23:54:410,move,0.00,1.00,4.12,15.00,0.02,-75.00
31/01/2025 14:23:54:421,move,0.00,1.00,3.74,7.60,0.01,-37.50
31/01/2025 14:23:54:442,move,0.00,1.00,2.30,16.30,0.02,-81.25
31/01/2025 14:23:54:454,move,0.00,1.00,1.05,16.44,0.02,-81.25
31/01/2025 14:23:54:469,move,0.00,1.00,0.44,8.84,0.01,-43.75
31/01/2025 14:23:54:485,move,0.00,1.00,-1.04,17.68,0.02,-87.50
31/01/2025 14:23:54:503,move,0.00,1.00,-1.75,8.75,0.02,-43.75
31/01/2025 14:23:54:532,move,0.00,1.00,-7.31,35.02,0.03,-175.00
31/01/2025 14:23:54:555,move,0.00,1.00,-8.48,16.25,0.01,-81.25
31/01/2025 14:23:54:574,move,0.00,1.00,-10.05,18.79,0.02,-93.75
31/01/2025 14:23:54:591,move,0.00,1.00,-10.74,8.75,0.02,-43.75
31/01/2025 14:23:54:608,stop,0.00,1.00,-10.74,0.00,0.00,0.00
31/01/2025 14:23:59:670,start,0.00,1.00,-10.74,0.00,0.00,0.00
31/01/2025 14:23:59:684,move,0.00,1.00,-10.51,16.25,0.01,16.25
31/01/2025 14:23:59:708,move,0.00,1.00,-9.94,23.75,0.02,23.75
31/01/2025 14:23:59:726,move,0.00,1.00,-9.73,12.50,0.02,12.50
31/01/2025 14:23:59:749,move,0.00,1.00,-8.85,40.18,0.02,40.00
31/01/2025 14:23:59:756,move,0.00,1.00,-8.72,13.98,0.01,13.75
31/01/2025 14:23:59:769,move,0.00,1.00,-8.54,14.25,0.01,13.75
31/01/2025 14:23:59:782,move,0.00,1.00,-8.40,11.86,0.01,11.25
31/01/2025 14:23:59:799,move,0.00,1.00,-8.08,20.62,0.02,20.00
31/01/2025 14:23:59:825,move,0.00,1.00,-7.45,24.04,0.03,23.75
31/01/2025 14:23:59:843,move,0.00,1.00,-7.37,7.50,0.01,7.50
31/01/2025 14:23:59:861,move,0.00,1.00,-7.07,16.30,0.02,16.25
31/01/2025 14:23:59:869,move,0.00,1.00,-7.01,7.60,0.01,7.50
31/01/2025 14:23:59:882,move,0.00,1.00,-6.89,8.75,0.01,8.75
31/01/2025 14:23:59:900,move,0.00,1.00,-6.64,16.30,0.02,16.25
31/01/2025 14:23:59:908,move,0.00,1.00,-6.58,6.25,0.01,6.25
31/01/2025 14:23:59:929,move,0.00,1.00,-6.32,13.75,0.02,13.75
31/01/2025 14:23:59:939,move,0.00,1.00,-6.24,6.25,0.01,6.25
31/01/2025 14:23:59:955,move,0.00,1.00,-6.02,13.81,0.02,13.75
31/01/2025 14:23:59:983,move,0.00,1.00,-5.61,15.00,0.03,15.00
31/01/2025 14:24:00:000,move,0.00,1.00,-5.56,5.15,0.01,5.00
31/01/2025 14:24:00:020,move,0.00,1.00,-5.40,8.75,0.02,8.75
31/01/2025 14:24:00:036,move,0.00,1.00,-5.25,8.84,0.02,8.75
31/01/2025 14:24:00:049,move,0.00,1.00,-5.21,2.50,0.01,2.50
31/01/2025 14:24:00:060,move,0.00,1.00,-5.15,5.00,0.01,5.00
31/01/2025 14:24:00:081,move,0.00,1.00,-5.03,6.25,0.02,6.25
31/01/2025 14:24:00:088,move,0.00,1.00,-5.00,3.75,0.01,3.75
31/01/2025 14:24:00:106,move,0.00,1.00,-4.92,5.00,0.02,5.00
31/01/2025 14:24:00:132,move,0.00,1.00,-4.69,8.75,0.03,8.75
31/01/2025 14:24:00:154,move,0.00,1.00,-4.59,6.37,0.02,6.25
31/01/2025 14:24:00:165,move,0.00,1.00,-4.55,3.95,0.01,3.75
31/01/2025 14:24:00:179,move,0.00,1.00,-4.53,1.25,0.01,1.25
31/01/2025 14:24:00:194,move,0.00,1.00,-4.43,6.25,0.02,6.25
31/01/2025 14:24:00:203,move,0.00,1.00,-4.41,2.50,0.01,2.50
31/01/2025 14:24:00:215,move,0.00,1.00,-4.39,1.77,0.01,1.25
31/01/2025 14:24:00:229,move,0.00,1.00,-4.35,3.75,0.01,3.75
31/01/2025 14:24:00:239,move,0.00,1.00,-4.33,1.25,0.01,1.25
31/01/2025 14:24:00:253,move,0.00,1.00,-4.26,5.15,0.01,5.00
31/01/2025 14:24:00:265,move,0.00,1.00,-4.22,3.75,0.01,3.75
31/01/2025 14:24:00:295,move,0.00,1.00,-4.03,6.25,0.03,6.25
31/01/2025 14:24:00:302,move,0.00,1.00,-4.01,2.50,0.01,2.50
31/01/2025 14:24:00:316,move,0.00,1.00,-3.98,2.50,0.01,2.50
31/01/2025 14:24:00:329,move,0.00,1.00,-3.96,1.25,0.01,1.25
31/01/2025 14:24:00:346,move,0.00,1.00,-3.88,5.15,0.02,5.00
31/01/2025 14:24:00:355,move,0.00,1.00,-3.86,2.50,0.01,2.50
31/01/2025 14:24:00:367,move,0.00,1.00,-3.84,1.25,0.01,1.25
31/01/2025 14:24:00:382,move,0.00,1.00,-3.77,5.15,0.01,5.00
31/01/2025 14:24:00:392,move,0.00,1.00,-3.75,2.50,0.01,2.50
31/01/2025 14:24:00:405,move,0.00,1.00,-3.72,2.50,0.01,2.50
31/01/2025 14:24:00:418,move,0.00,1.00,-3.70,1.77,0.01,1.25
31/01/2025 14:24:00:445,move,0.00,1.00,-3.49,7.50,0.03,7.50
31/01/2025 14:24:00:452,move,0.00,1.00,-3.48,1.77,0.01,1.25
31/01/2025 14:24:00:465,move,0.00,1.00,-3.45,2.50,0.01,2.50
31/01/2025 14:24:00:479,move,0.00,1.00,-3.42,2.50,0.01,2.50
31/01/2025 14:24:00:491,move,0.00,1.00,-3.36,5.00,0.01,5.00
31/01/2025 14:24:00:502,move,0.00,1.00,-3.34,1.25,0.01,1.25
31/01/2025 14:24:00:514,move,0.00,1.00,-3.30,3.75,0.01,3.75
31/01/2025 14:24:00:530,move,0.00,1.00,-3.28,1.77,0.01,1.25
31/01/2025 14:24:00:544,move,0.00,1.00,-3.20,5.15,0.02,5.00
31/01/2025 14:24:00:553,move,0.00,1.00,-3.18,2.50,0.01,2.50
31/01/2025 14:24:00:570,move,0.00,1.00,-3.16,1.77,0.01,1.25
31/01/2025 14:24:00:598,move,0.00,1.00,-2.86,10.08,0.03,10.00
31/01/2025 14:24:00:614,move,0.00,1.00,-2.84,1.25,0.01,1.25
31/01/2025 14:24:00:631,move,0.00,1.00,-2.78,3.75,0.02,3.75
31/01/2025 14:24:00:640,move,0.00,1.00,-2.76,2.80,0.01,2.50
31/01/2025 14:24:00:654,move,0.00,1.00,-2.73,2.50,0.01,2.50
31/01/2025 14:24:00:665,move,0.00,1.00,-2.71,1.25,0.01,1.25
31/01/2025 14:24:00:679,move,0.00,1.00,-2.68,2.80,0.01,2.50
31/01/2025 14:24:00:696,move,0.00,1.00,-2.61,3.95,0.02,3.75
31/01/2025 14:24:00:705,move,0.00,1.00,-2.60,1.25,0.01,1.25
31/01/2025 14:24:00:720,move,0.00,1.00,-2.54,3.75,0.01,3.75
31/01/2025 14:24:00:752,move,0.00,1.00,-2.42,3.95,0.03,3.75
31/01/2025 14:24:00:760,move,0.00,1.00,-2.40,2.50,0.01,2.50
31/01/2025 14:24:00:772,move,0.00,1.00,-2.38,1.25,0.01,1.25
31/01/2025 14:24:00:790,move,0.00,1.00,-2.32,3.75,0.02,3.75
31/01/2025 14:24:00:799,move,0.00,1.00,-2.31,1.25,0.01,1.25
31/01/2025 14:24:00:810,move,0.00,1.00,-2.28,2.50,0.01,2.50
31/01/2025 14:24:00:822,move,0.00,1.00,-2.25,2.50,0.01,2.50
31/01/2025 14:24:00:846,move,0.00,1.00,-2.22,2.50,0.01,2.50
31/01/2025 14:24:00:863,move,0.00,1.00,-2.16,3.95,0.02,3.75
31/01/2025 14:24:00:871,move,0.00,1.00,-2.13,3.75,0.01,3.75
31/01/2025 14:24:00:898,move,0.00,1.00,-1.99,5.00,0.03,5.00
31/01/2025 14:24:00:915,move,0.00,1.00,-1.96,2.50,0.01,2.50
31/01/2025 14:24:00:932,move,0.00,1.00,-1.88,5.00,0.02,5.00
31/01/2025 14:24:00:945,move,0.00,1.00,-1.85,2.50,0.01,2.50
31/01/2025 14:24:00:963,move,0.00,1.00,-1.76,5.00,0.02,5.00
31/01/2025 14:24:00:970,move,0.00,1.00,-1.74,2.50,0.01,2.50
31/01/2025 14:24:00:985,move,0.00,1.00,-1.71,2.50,0.01,2.50
31/01/2025 14:24:00:997,move,0.00,1.00,-1.67,2.50,0.01,2.50
31/01/2025 14:24:01:008,move,0.00,1.00,-1.65,2.50,0.01,2.50
31/01/2025 14:24:01:020,move,0.00,1.00,-1.63,1.25,0.01,1.25
31/01/2025 14:24:01:039,move,0.00,1.00,-1.56,3.75,0.02,3.75
31/01/2025 14:24:01:065,move,0.00,1.00,-1.43,5.00,0.03,5.00
31/01/2025 14:24:01:092,move,0.00,1.00,-1.42,1.25,0.01,1.25
31/01/2025 14:24:01:106,move,0.00,1.00,-1.40,1.25,0.01,1.25
31/01/2025 14:24:01:117,move,0.00,1.00,-1.39,1.25,0.01,1.25
31/01/2025 14:24:01:132,stop,0.00,1.00,-1.39,0.00,0.00,0.00
31/01/2025 14:24:01:775,start,0.00,1.00,-1.39,0.00,0.00,0.00
31/01/2025 14:24:01:789,move,0.00,1.00,-1.37,1.25,0.01,1.25
31/01/2025 14:24:01:802,move,0.00,1.00,-1.29,5.00,0.02,5.00
31/01/2025 14:24:01:818,move,0.00,1.00,-1.24,3.95,0.02,3.75
31/01/2025 14:24:01:839,move,0.00,1.00,-1.05,9.10,0.02,8.75
31/01/2025 14:24:01:880,move,0.00,1.00,0.21,31.87,0.04,31.25
31/01/2025 14:24:01:905,move,0.00,1.00,0.39,11.25,0.02,11.25
31/01/2025 14:24:01:920,move,0.00,1.00,0.49,7.50,0.01,7.50
31/01/2025 14:24:01:932,move,0.00,1.00,0.69,13.75,0.02,13.75
31/01/2025 14:24:01:946,move,0.00,1.00,0.81,8.84,0.01,8.75
31/01/2025 14:24:01:965,move,0.00,1.00,1.14,17.50,0.02,17.50
31/01/2025 14:24:01:976,move,0.00,1.00,1.22,8.75,0.01,8.75
31/01/2025 14:24:01:991,move,0.00,1.00,1.55,18.79,0.02,18.75
31/01/2025 14:24:02:021,move,0.00,1.00,2.26,23.88,0.03,23.75
31/01/2025 14:24:02:031,move,0.00,1.00,2.34,7.50,0.01,7.50
31/01/2025 14:24:02:047,move,0.00,1.00,2.47,8.84,0.01,8.75
31/01/2025 14:24:02:062,move,0.00,1.00,2.70,16.30,0.01,16.25
31/01/2025 14:24:02:073,move,0.00,1.00,2.82,8.84,0.01,8.75
31/01/2025 14:24:02:092,move,0.00,1.00,3.10,17.68,0.02,17.50
31/01/2025 14:24:02:101,move,0.00,1.00,3.19,7.60,0.01,7.50
31/01/2025 14:24:02:116,move,0.00,1.00,3.27,6.37,0.01,6.25
31/01/2025 14:24:02:132,move,0.00,1.00,3.49,13.98,0.02,13.75
31/01/2025 14:24:02:144,move,0.00,1.00,3.58,7.60,0.01,7.50
31/01/2025 14:24:02:175,move,0.00,1.00,4.24,21.58,0.03,21.25
31/01/2025 14:24:02:187,move,0.00,1.00,4.31,6.37,0.01,6.25
31/01/2025 14:24:02:202,move,0.00,1.00,4.54,13.98,0.02,13.75
31/01/2025 14:24:02:215,move,0.00,1.00,4.61,6.37,0.01,6.25
31/01/2025 14:24:02:230,move,0.00,1.00,4.79,11.32,0.02,11.25
31/01/2025 14:24:02:243,move,0.00,1.00,4.85,5.15,0.01,5.00
31/01/2025 14:24:02:260,move,0.00,1.00,5.07,12.56,0.02,12.50
31/01/2025 14:24:02:271,move,0.00,1.00,5.14,6.37,0.01,6.25
31/01/2025 14:24:02:284,move,0.00,1.00,5.21,5.00,0.01,5.00
31/01/2025 14:24:02:301,move,0.00,1.00,5.35,10.08,0.01,10.00
31/01/2025 14:24:02:331,move,0.00,1.00,5.83,15.00,0.03,15.00
31/01/2025 14:24:02:339,move,0.00,1.00,5.88,5.15,0.01,5.00
31/01/2025 14:24:02:353,move,0.00,1.00,5.94,5.00,0.01,5.00
31/01/2025 14:24:02:372,move,0.00,1.00,6.13,10.00,0.02,10.00
31/01/2025 14:24:02:381,move,0.00,1.00,6.16,3.75,0.01,3.75
31/01/2025 14:24:02:396,move,0.00,1.00,6.21,3.75,0.01,3.75
31/01/2025 14:24:02:410,move,0.00,1.00,6.35,8.75,0.02,8.75
31/01/2025 14:24:02:423,move,0.00,1.00,6.40,3.95,0.01,3.75
31/01/2025 14:24:02:438,move,0.00,1.00,6.55,10.00,0.02,10.00
31/01/2025 14:24:02:453,move,0.00,1.00,6.60,3.75,0.01,3.75
31/01/2025 14:24:02:485,move,0.00,1.00,7.17,17.50,0.03,17.50
31/01/2025 14:24:02:510,move,0.00,1.00,7.31,8.75,0.02,8.75
31/01/2025 14:24:02:520,move,0.00,1.00,7.37,5.00,0.01,5.00
31/01/2025 14:24:02:536,move,0.00,1.00,7.50,8.84,0.01,8.75
31/01/2025 14:24:02:549,move,0.00,1.00,7.55,3.75,0.01,3.75
31/01/2025 14:24:02:563,move,0.00,1.00,7.62,5.00,0.01,5.00
31/01/2025 14:24:02:578,move,0.00,1.00,7.73,7.60,0.01,7.50
31/01/2025 14:24:02:596,move,0.00,1.00,7.92,10.00,0.02,10.00
31/01/2025 14:24:02:611,move,0.00,1.00,7.97,3.75,0.01,3.75
31/01/2025 14:24:02:643,move,0.00,1.00,8.26,8.84,0.03,8.75
31/01/2025 14:24:02:652,move,0.00,1.00,8.29,2.50,0.01,2.50
31/01/2025 14:24:02:671,move,0.00,1.00,8.37,5.15,0.02,5.00
31/01/2025 14:24:02:680,move,0.00,1.00,8.42,3.75,0.01,3.75
31/01/2025 14:24:02:696,move,0.00,1.00,8.47,3.95,0.01,3.75
31/01/2025 14:24:02:709,move,0.00,1.00,8.50,2.50,0.01,2.50
31/01/2025 14:24:02:728,move,0.00,1.00,8.55,2.50,0.02,2.50
31/01/2025 14:24:02:737,move,0.00,1.00,8.56,1.77,0.01,1.25
31/01/2025 14:24:02:752,move,0.00,1.00,8.58,1.25,0.01,1.25
31/01/2025 14:24:02:765,move,0.00,1.00,8.60,1.25,0.01,1.25
31/01/2025 14:24:02:793,move,0.00,1.00,8.67,2.50,0.03,2.50
31/01/2025 14:24:02:811,move,0.00,1.00,8.68,1.25,0.01,1.25
31/01/2025 14:24:02:827,stop,0.00,1.00,8.68,0.00,0.00,0.00
31/01/2025 14:24:03:393,start,0.00,1.00,8.68,0.00,0.00,0.00
31/01/2025 14:24:03:406,move,0.00,1.00,8.65,2.80,0.01,-2.50
31/01/2025 14:24:03:421,move,0.00,1.00,8.61,3.54,0.01,-2.50
31/01/2025 14:24:03:436,move,0.00,1.00,8.57,2.80,0.02,-2.50
31/01/2025 14:24:03:457,move,0.00,1.00,8.48,5.00,0.02,-5.00
31/01/2025 14:24:03:482,move,0.00,1.00,8.16,11.25,0.03,-11.25
31/01/2025 14:24:03:492,move,0.00,1.00,8.11,6.37,0.01,-6.25
31/01/2025 14:24:03:509,move,0.00,1.00,7.99,7.60,0.01,-7.50
31/01/2025 14:24:03:525,move,0.00,1.00,7.73,15.05,0.02,-15.00
31/01/2025 14:24:03:535,move,0.00,1.00,7.65,8.84,0.01,-8.75
31/01/2025 14:24:03:562,move,0.00,1.00,7.04,21.40,0.03,-21.25
31/01/2025 14:24:03:569,move,0.00,1.00,6.99,7.60,0.01,-7.50
31/01/2025 14:24:03:582,move,0.00,1.00,6.91,6.37,0.01,-6.25
31/01/2025 14:24:03:596,move,0.00,1.00,6.84,5.00,0.01,-5.00
31/01/2025 14:24:03:611,move,0.00,1.00,6.69,10.00,0.02,-10.00
31/01/2025 14:24:03:620,move,0.00,1.00,6.64,5.15,0.01,-5.00
31/01/2025 14:24:03:632,move,0.00,1.00,6.58,5.15,0.01,-5.00
31/01/2025 14:24:03:646,move,0.00,1.00,6.51,5.00,0.01,-5.00
31/01/2025 14:24:03:661,move,0.00,1.00,6.40,7.60,0.02,-7.50
31/01/2025 14:24:03:673,move,0.00,1.00,6.35,3.95,0.01,-3.75
31/01/2025 14:24:03:690,move,0.00,1.00,6.25,6.25,0.02,-6.25
31/01/2025 14:24:03:715,move,0.00,1.00,6.09,6.25,0.03,-6.25
31/01/2025 14:24:03:722,move,0.00,1.00,6.07,2.50,0.01,-2.50
31/01/2025 14:24:03:735,move,0.00,1.00,6.02,3.75,0.01,-3.75
31/01/2025 14:24:03:750,move,0.00,1.00,5.94,6.37,0.01,-6.25
31/01/2025 14:24:03:759,move,0.00,1.00,5.89,5.00,0.01,-5.00
31/01/2025 14:24:03:771,move,0.00,1.00,5.83,5.15,0.01,-5.00
31/01/2025 14:24:03:783,move,0.00,1.00,5.78,3.75,0.01,-3.75
31/01/2025 14:24:03:802,move,0.00,1.00,5.65,7.50,0.02,-7.50
31/01/2025 14:24:03:818,move,0.00,1.00,5.59,3.75,0.02,-3.75
31/01/2025 14:24:03:829,move,0.00,1.00,5.51,7.50,0.01,-7.50
31/01/2025 14:24:03:838,move,0.00,1.00,5.47,3.95,0.01,-3.75
